GEOID,Label for GEO_ID,Total,Total races tallied for householders!!Total races tallied for Not Hispanic or Latino householders,White,Black,Native American,Asian,Native Hawaiian/AAPI,Other,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!White alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Black or African American alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!American Indian and Alaska Native alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Asian alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Some other race alone or in combination with one or more other races,,Tract,County
1400000US06001433102,Census Tract 433102,5139,4262.666666666667,2678.333333333333,497.33333333333337,47.33333333333333,916.3333333333333,51.666666666666664,71.66666666666667,876.3333333333333,432,20,24,14,3,383.33333333333337,NaN,433102,001
1400000US06001433102,Census Tract 433102,5139,4262.666666666667,2678.333333333333,497.33333333333337,47.33333333333333,916.3333333333333,51.666666666666664,71.66666666666667,876.3333333333333,432,20,24,14,3,383.33333333333337,NaN,433102,001
1400000US06001433103,Census Tract 433103,5349,4486,2866.333333333333,801.3333333333334,43.33333333333333,659.3333333333333,44.333333333333336,71.33333333333334,863,439.33333333333337,18.333333333333336,14.666666666666666,18.666666666666668,5,367,NaN,433103,001
1400000US06001433103,Census Tract 433103,5349,4486,2866.333333333333,801.3333333333334,43.33333333333333,659.3333333333333,44.333333333333336,71.33333333333334,863,439.33333333333337,18.333333333333336,14.666666666666666,18.666666666666668,5,367,NaN,433103,001
1400000US06001433000,Census Tract 433000,2007,1776,1339.3333333333333,124.33333333333334,11.333333333333332,262.3333333333333,12.333333333333336,26.333333333333336,231,132.33333333333334,1.3333333333333333,2.6666666666666665,4.666666666666667,1,89,NaN,433000,001
1400000US06001433102,Census Tract 433102,5139,4262.666666666667,2678.333333333333,497.33333333333337,47.33333333333333,916.3333333333333,51.666666666666664,71.66666666666667,876.3333333333333,432,20,24,14,3,383.33333333333337,NaN,433102,001
1400000US06001433103,Census Tract 433103,5349,4486,2866.333333333333,801.3333333333334,43.33333333333333,659.3333333333333,44.333333333333336,71.33333333333334,863,439.33333333333337,18.333333333333336,14.666666666666666,18.666666666666668,5,367,NaN,433103,001
1400000US06001433000,Census Tract 433000,2007,1776,1339.3333333333333,124.33333333333334,11.333333333333332,262.3333333333333,12.333333333333336,26.333333333333336,231,132.33333333333334,1.3333333333333333,2.6666666666666665,4.666666666666667,1,89,NaN,433000,001
1400000US06001433102,Census Tract 433102,5139,4262.666666666667,2678.333333333333,497.33333333333337,47.33333333333333,916.3333333333333,51.666666666666664,71.66666666666667,876.3333333333333,432,20,24,14,3,383.33333333333337,NaN,433102,001
1400000US06001433103,Census Tract 433103,5349,4486,2866.333333333333,801.3333333333334,43.33333333333333,659.3333333333333,44.333333333333336,71.33333333333334,863,439.33333333333337,18.333333333333336,14.666666666666666,18.666666666666668,5,367,NaN,433103,001
1400000US06001433103,Census Tract 433103,5349,4486,2866.333333333333,801.3333333333334,43.33333333333333,659.3333333333333,44.333333333333336,71.33333333333334,863,439.33333333333337,18.333333333333336,14.666666666666666,18.666666666666668,5,367,NaN,433103,001
1400000US06001433103,Census Tract 433103,5349,4486,2866.333333333333,801.3333333333334,43.33333333333333,659.3333333333333,44.333333333333336,71.33333333333334,863,439.33333333333337,18.333333333333336,14.666666666666666,18.666666666666668,5,367,NaN,433103,001
1400000US06001433104,Census Tract 433104,3342,2710,1527,677,32,397,32,45,632,307,17,12,14,4,278,NaN,433104,001
1400000US06001433104,Census Tract 433104,3342,2710,1527,677,32,397,32,45,632,307,17,12,14,4,278,NaN,433104,001
1400000US06001433104,Census Tract 433104,3342,2710,1527,677,32,397,32,45,632,307,17,12,14,4,278,NaN,433104,001
1400000US06001433102,Census Tract 433102,5139,4262.666666666667,2678.333333333333,497.33333333333337,47.33333333333333,916.3333333333333,51.666666666666664,71.66666666666667,876.3333333333333,432,20,24,14,3,383.33333333333337,NaN,433102,001
1400000US06001433802,Census Tract 433802,3132,2486.666666666667,1339,373,36,654,39.33333333333333,45.33333333333333,645.3333333333333,299.66666666666663,18.666666666666664,21.333333333333332,9.333333333333332,2,294.33333333333337,NaN,433802,001
1400000US06001433802,Census Tract 433802,3132,2486.666666666667,1339,373,36,654,39.33333333333333,45.33333333333333,645.3333333333333,299.66666666666663,18.666666666666664,21.333333333333332,9.333333333333332,2,294.33333333333337,NaN,433802,001
1400000US06001433102,Census Tract 433102,5139,4262.666666666667,2678.333333333333,497.33333333333337,47.33333333333333,916.3333333333333,51.666666666666664,71.66666666666667,876.3333333333333,432,20,24,14,3,383.33333333333337,NaN,433102,001
1400000US06001433802,Census Tract 433802,3132,2486.666666666667,1339,373,36,654,39.33333333333333,45.33333333333333,645.3333333333333,299.66666666666663,18.666666666666664,21.333333333333332,9.333333333333332,2,294.33333333333337,NaN,433802,001
1400000US06001433200,Census Tract 433200,3455.8333333333335,2878.666666666667,1674.8333333333333,404.66666666666663,52.666666666666664,651,39.00000000000001,56.50000000000001,577.1666666666666,286.3333333333333,9.000000000000002,21.666666666666668,12.166666666666668,4.333333333333333,243.66666666666666,NaN,433200,001
1400000US06001433200,Census Tract 433200,3455.8333333333335,2878.666666666667,1674.8333333333333,404.66666666666663,52.666666666666664,651,39.00000000000001,56.50000000000001,577.1666666666666,286.3333333333333,9.000000000000002,21.666666666666668,12.166666666666668,4.333333333333333,243.66666666666666,NaN,433200,001
